date,crop,region,season,pest,temperature,humidity,rainfall,wind_speed,soil_moisture,soil_ph,soil_type,nitrogen,phosphorus,potassium,weather_condition,irrigation_method,previous_crop,days_since_planting,plant_density,pest_presence,severity,recommended_treatment
2020-09-01,Potato,Northeast,Spring,Thrips,17.9,83.1,57.1,26.3,70.8,7.8,Clay,160.1,33.9,70.2,Stormy,Sprinkler,Sugarcane,112,54338,1,8,Immediate pesticide application recommended
2024-05-03,Sugarcane,Central,Autumn,Hessian Fly,23.7,93.4,96.1,24.7,19.3,8.0,Sandy,185.3,51.3,201.6,Rainy,Drip,Tomato,39,54773,1,8,Immediate pesticide application recommended
2025-02-14,Barley,Northeast,Autumn,Cutworms,25.0,39.5,55.1,2.0,11.8,5.5,Clay,193.0,57.2,291.5,Cloudy,Sprinkler,Soybean,60,31370,1,4,Preventive measures recommended
2025-05-02,Maize,South,Summer,White Grubs,26.0,36.9,96.1,6.5,53.4,7.3,Peat,38.9,10.8,245.2,Humid,None,Potato,92,76639,1,9,Immediate pesticide application recommended
2024-04-25,Cotton,East,Winter,Boll Weevils,16.4,75.2,147.6,7.2,20.0,5.4,Silt,67.6,14.6,223.0,Humid,Flood,Soybean,24,43064,1,8,Immediate pesticide application recommended
2020-10-07,Rice,Central,Winter,Wireworms,35.3,70.0,45.9,18.7,46.9,6.5,Clay,34.8,89.2,162.4,Sunny,Flood,Soybean,29,62248,1,7,Monitor closely and consider treatment
2021-04-13,Tomato,Southeast,Winter,Armyworms,35.7,77.7,115.4,0.3,39.1,6.7,Peat,13.6,29.7,240.1,Humid,Sprinkler,Cotton,131,52857,1,7,Monitor closely and consider treatment
2023-09-22,Wheat,Northwest,Spring,Root Knot Nematodes,15.3,45.7,146.4,24.0,77.2,6.7,Clay,30.8,57.1,163.6,Windy,None,Maize,20,36236,1,5,Monitor closely and consider treatment
2025-01-31,Potato,Southwest,Summer,Spider Mites,33.4,60.9,56.4,11.8,42.2,7.7,Loam,179.5,95.8,246.7,Rainy,Furrow,Sugarcane,96,64492,1,7,Monitor closely and consider treatment
2025-08-01,Wheat,Northeast,Spring,Root Knot Nematodes,21.4,84.7,5.8,27.1,42.3,7.2,Peat,135.3,90.0,209.2,Sunny,Furrow,Soybean,74,67430,1,10,Immediate pesticide application recommended
2024-10-02,Maize,Northeast,Spring,Cutworms,18.8,77.9,76.8,20.4,12.9,5.3,Loam,146.1,11.8,67.8,Rainy,Furrow,Maize,31,40288,1,10,Immediate pesticide application recommended
2023-01-31,Sugarcane,Northeast,Summer,Whiteflies,23.7,80.4,99.2,5.6,22.2,5.3,Chalky,135.5,77.6,116.3,Sunny,Furrow,Tomato,102,21194,1,10,Immediate pesticide application recommended
2020-08-27,Soybean,East,Summer,Root Knot Nematodes,20.1,37.9,92.3,23.2,55.1,6.9,Silt,18.0,97.0,249.7,Stormy,Sprinkler,Barley,45,30154,1,10,Immediate pesticide application recommended
2021-07-15,Soybean,South,Spring,Root Knot Nematodes,35.3,72.7,19.2,10.1,75.0,5.8,Peat,80.7,46.0,159.9,Stormy,Sprinkler,Sugarcane,49,30633,1,9,Immediate pesticide application recommended
2023-10-26,Maize,Northwest,Spring,Thrips,18.0,42.8,133.0,19.4,30.0,7.9,Chalky,173.7,85.4,279.7,Rainy,Sprinkler,Potato,82,69308,1,8,Immediate pesticide application recommended
2022-05-25,Barley,Southwest,Summer,Leafhoppers,36.0,77.4,116.5,19.7,22.4,6.9,Silt,197.1,94.1,60.8,Stormy,Sprinkler,Cotton,122,50256,1,9,Immediate pesticide application recommended
2025-06-15,Sugarcane,Southwest,Winter,Flea Beetles,35.4,43.9,75.9,25.2,61.3,6.9,Sandy,122.2,53.3,124.4,Stormy,None,Maize,74,23419,1,10,Immediate pesticide application recommended
2023-10-27,Potato,Northeast,Spring,Whiteflies,30.9,79.5,24.0,13.8,10.7,5.9,Clay,148.0,99.2,74.8,Stormy,Flood,Rice,51,37877,1,9,Immediate pesticide application recommended
2023-05-16,Tomato,East,Winter,Boll Weevils,28.9,77.6,92.4,5.6,34.9,7.7,Silt,115.3,5.5,240.2,Cloudy,Flood,Wheat,116,23490,1,7,Monitor closely and consider treatment
2025-07-12,Tomato,Northeast,Summer,Stem Borers,22.6,87.0,149.5,11.0,41.4,7.5,Loam,178.4,61.3,147.9,Sunny,Sprinkler,Wheat,91,26493,1,8,Immediate pesticide application recommended
2020-01-17,Cotton,East,Summer,Armyworms,30.5,53.1,119.1,2.8,51.2,6.7,Silt,132.0,11.2,195.0,Rainy,Sprinkler,Potato,124,60327,1,10,Immediate pesticide application recommended
2022-06-14,Rice,North,Autumn,Grasshoppers,31.9,82.3,40.5,24.8,44.9,5.3,Sandy,21.1,36.8,246.2,Stormy,None,Tomato,118,27286,1,10,Immediate pesticide application recommended
2024-04-01,Barley,Central,Spring,Armyworms,26.0,39.6,49.2,13.0,16.2,5.8,Silt,123.7,74.9,299.6,Cloudy,None,Potato,26,27265,1,7,Monitor closely and consider treatment
2023-07-18,Tomato,North,Summer,Cutworms,30.9,81.1,17.8,12.3,68.8,6.3,Silt,118.7,60.8,96.1,Rainy,Drip,Cotton,71,57399,1,7,Monitor closely and consider treatment
2023-12-31,Maize,South,Autumn,Boll Weevils,15.6,84.1,41.0,15.5,30.9,8.3,Peat,59.3,45.8,268.2,Dry,None,Tomato,15,45588,1,9,Immediate pesticide application recommended
2025-08-03,Wheat,Southeast,Autumn,Japanese Beetles,26.5,61.4,20.0,2.4,61.0,6.7,Clay,93.0,74.3,241.4,Windy,Flood,Rice,98,35802,1,7,Monitor closely and consider treatment
2024-01-26,Rice,Northeast,Summer,Armyworms,33.8,72.7,143.5,2.1,14.0,6.0,Peat,59.7,28.5,276.6,Rainy,Flood,Maize,128,65573,1,8,Immediate pesticide application recommended
2020-05-10,Maize,East,Spring,Wireworms,26.2,80.5,9.8,14.6,12.4,5.2,Loam,182.2,18.2,183.1,Sunny,Sprinkler,Wheat,61,78051,0,0,None
2020-05-28,Cotton,Central,Winter,White Grubs,15.5,73.1,144.5,16.8,75.6,5.2,Clay,89.6,29.7,232.7,Rainy,Sprinkler,Soybean,101,76501,1,10,Immediate pesticide application recommended
2024-03-21,Cotton,Central,Spring,Spider Mites,20.0,66.7,69.6,29.2,52.6,6.2,Silt,31.7,19.4,106.3,Humid,Furrow,Sugarcane,96,32243,1,10,Immediate pesticide application recommended
2022-07-01,Potato,Northeast,Autumn,Boll Weevils,28.1,37.5,129.0,21.7,14.7,7.5,Silt,113.3,12.8,164.6,Windy,Drip,Sugarcane,56,55748,1,10,Immediate pesticide application recommended
2025-11-13,Cotton,South,Spring,Root Knot Nematodes,26.6,56.8,97.6,16.4,14.4,6.8,Loam,163.2,48.6,63.0,Windy,Flood,Potato,119,30921,1,8,Immediate pesticide application recommended
2020-06-27,Potato,Northeast,Winter,Armyworms,19.1,51.5,113.5,15.6,24.3,8.1,Loam,177.1,87.7,109.7,Windy,None,Sugarcane,80,61908,1,10,Immediate pesticide application recommended
2025-03-02,Rice,Southeast,Autumn,Whiteflies,28.5,62.4,15.8,19.7,67.5,6.3,Chalky,157.4,96.6,100.9,Stormy,Sprinkler,Wheat,46,75618,1,10,Immediate pesticide application recommended
2020-04-10,Potato,North,Summer,Boll Weevils,29.4,71.2,119.7,11.9,74.1,6.9,Chalky,40.0,71.1,248.3,Cloudy,Flood,Cotton,108,57174,1,9,Immediate pesticide application recommended
2023-05-21,Maize,Northwest,Autumn,Spider Mites,19.6,88.1,98.1,4.6,40.8,7.2,Clay,25.9,88.8,250.9,Humid,None,Maize,145,44048,1,9,Immediate pesticide application recommended
2024-10-11,Cotton,Central,Summer,Corn Borers,39.6,73.4,95.2,5.0,71.7,6.5,Chalky,40.8,6.2,189.9,Sunny,Sprinkler,Potato,142,45361,1,10,Immediate pesticide application recommended
2021-02-25,Rice,Central,Autumn,Wireworms,17.0,77.5,28.1,25.7,67.3,6.9,Peat,144.9,34.9,167.8,Cloudy,Flood,Potato,61,28037,1,5,Monitor closely and consider treatment
2024-08-11,Rice,Northwest,Summer,Wireworms,27.4,83.8,50.3,5.2,59.8,7.9,Chalky,29.1,27.8,85.5,Sunny,Flood,Cotton,26,56044,1,10,Immediate pesticide application recommended
2021-03-07,Soybean,Central,Summer,Flea Beetles,31.3,70.4,52.9,25.2,43.0,8.4,Loam,130.5,17.0,219.0,Stormy,None,Barley,41,33171,1,9,Immediate pesticide application recommended
2020-09-24,Barley,Northwest,Spring,Spider Mites,19.4,85.6,34.1,25.1,29.5,7.3,Peat,141.9,53.7,126.3,Dry,Flood,Potato,43,60104,1,9,Immediate pesticide application recommended
2025-06-18,Rice,Central,Winter,White Grubs,36.8,79.8,118.3,19.9,28.2,8.2,Silt,137.4,58.2,77.7,Dry,Furrow,Rice,42,40776,1,10,Immediate pesticide application recommended
2024-04-11,Rice,Northwest,Winter,Whiteflies,28.7,54.7,146.5,3.3,39.6,5.1,Sandy,150.6,92.2,120.0,Rainy,None,Maize,43,48352,1,10,Immediate pesticide application recommended
2022-06-01,Wheat,South,Summer,Leafhoppers,33.8,82.3,2.7,28.9,60.9,6.1,Sandy,167.6,31.7,268.2,Cloudy,Flood,Barley,98,54006,1,10,Immediate pesticide application recommended
2025-06-14,Rice,Central,Summer,Japanese Beetles,17.4,45.7,1.9,14.1,31.1,7.1,Chalky,66.5,33.5,235.8,Cloudy,Flood,Tomato,33,52936,1,10,Immediate pesticide application recommended
2025-06-15,Maize,East,Summer,Root Knot Nematodes,37.3,42.0,11.8,7.2,65.6,5.1,Peat,120.7,99.6,263.9,Stormy,Drip,Wheat,30,22979,1,8,Immediate pesticide application recommended
2022-01-30,Soybean,West,Winter,Aphids,17.3,89.1,100.4,24.9,71.5,7.0,Chalky,108.3,45.9,129.2,Humid,None,Soybean,87,51650,1,10,Immediate pesticide application recommended
2023-12-13,Sugarcane,Central,Winter,Boll Weevils,37.3,58.8,91.1,18.9,51.4,7.5,Clay,55.1,53.7,76.1,Windy,Sprinkler,Potato,116,51735,1,10,Immediate pesticide application recommended
2023-02-25,Barley,Northeast,Summer,Root Knot Nematodes,38.8,69.0,111.5,15.2,54.4,5.2,Chalky,58.3,39.4,168.1,Stormy,Flood,Cotton,112,28569,1,9,Immediate pesticide application recommended
2021-03-13,Tomato,Southwest,Spring,Root Knot Nematodes,39.3,51.5,72.3,5.9,52.8,6.0,Silt,49.3,54.1,51.4,Cloudy,Drip,Soybean,125,36247,1,9,Immediate pesticide application recommended
2022-10-14,Rice,North,Autumn,Stem Borers,35.1,67.2,76.9,8.8,75.2,6.4,Peat,26.5,63.6,78.5,Stormy,Furrow,Barley,50,73312,1,10,Immediate pesticide application recommended
2020-10-06,Cotton,West,Summer,White Grubs,27.3,75.6,148.9,3.9,29.2,6.4,Silt,90.1,44.0,276.9,Dry,Furrow,Soybean,137,21518,1,6,Monitor closely and consider treatment
2024-03-17,Sugarcane,Southwest,Winter,Hessian Fly,35.6,92.1,123.2,0.0,54.5,5.2,Peat,58.9,10.7,200.9,Cloudy,Flood,Wheat,22,38438,1,7,Monitor closely and consider treatment
2020-05-20,Potato,Central,Spring,Corn Borers,26.4,54.0,18.2,12.6,62.6,5.2,Sandy,25.2,38.7,285.4,Humid,Flood,Cotton,113,43982,1,7,Monitor closely and consider treatment
2024-09-04,Sugarcane,North,Summer,Spider Mites,29.8,30.7,95.4,27.4,52.9,8.1,Loam,147.6,16.5,275.6,Dry,Drip,Sugarcane,139,49514,1,7,Monitor closely and consider treatment
2021-03-24,Soybean,South,Summer,Corn Borers,15.3,57.4,44.3,14.6,50.4,5.2,Loam,33.4,58.1,135.8,Humid,Flood,Tomato,103,69477,1,10,Immediate pesticide application recommended
2024-01-11,Barley,Southwest,Winter,Whiteflies,32.3,57.9,100.9,8.3,31.4,7.8,Clay,94.8,80.8,255.6,Sunny,Drip,Maize,95,72688,0,0,None
2025-03-30,Tomato,Northwest,Summer,Whiteflies,37.9,58.0,47.8,17.5,36.0,7.1,Loam,144.1,70.4,143.6,Cloudy,None,Cotton,51,45752,1,7,Monitor closely and consider treatment
2024-12-18,Soybean,Northeast,Winter,Leafhoppers,37.3,52.5,23.2,0.8,55.2,7.2,Clay,74.7,11.8,152.4,Humid,Flood,Cotton,38,47298,1,7,Monitor closely and consider treatment
2024-02-01,Soybean,North,Winter,Japanese Beetles,24.1,44.2,148.2,13.6,58.2,5.5,Peat,102.3,7.6,176.4,Windy,None,Barley,23,58241,1,10,Immediate pesticide application recommended
2020-02-28,Maize,Southwest,Winter,Cutworms,15.8,55.2,24.0,0.7,62.9,6.6,Chalky,65.0,90.5,79.0,Stormy,Sprinkler,Wheat,38,32503,1,9,Immediate pesticide application recommended
2025-03-14,Potato,Northeast,Winter,Cutworms,30.1,83.7,147.6,8.7,77.3,6.4,Chalky,83.2,37.3,185.4,Humid,Sprinkler,Sugarcane,138,70788,1,7,Monitor closely and consider treatment
2022-09-01,Potato,North,Summer,Whiteflies,34.0,84.2,66.1,9.1,28.2,5.7,Peat,21.0,37.5,117.6,Cloudy,Flood,Potato,144,44695,1,10,Immediate pesticide application recommended
2022-05-16,Maize,Northwest,Autumn,Spider Mites,29.5,39.0,66.6,18.8,44.2,6.4,Chalky,198.8,88.6,205.9,Windy,Flood,Potato,59,36155,1,10,Immediate pesticide application recommended
2022-12-19,Tomato,Central,Summer,Leafhoppers,24.9,32.6,71.3,16.3,25.9,8.4,Loam,182.8,73.6,183.3,Stormy,Sprinkler,Potato,91,51444,1,10,Immediate pesticide application recommended
2022-12-08,Tomato,Central,Autumn,Corn Borers,21.9,87.0,141.6,4.5,42.4,8.4,Chalky,101.8,87.0,197.2,Dry,None,Sugarcane,111,73633,1,8,Immediate pesticide application recommended
2024-01-28,Maize,Central,Spring,Leafhoppers,34.0,55.1,76.7,14.8,50.4,8.0,Clay,196.3,43.7,256.9,Windy,Flood,Potato,75,68977,1,10,Immediate pesticide application recommended
2025-09-12,Barley,West,Autumn,Japanese Beetles,20.0,37.1,128.1,13.2,69.3,8.1,Clay,21.9,88.9,162.1,Cloudy,None,Barley,72,23326,1,10,Immediate pesticide application recommended
2021-03-03,Tomato,West,Summer,Armyworms,15.5,61.0,103.2,21.7,58.5,5.5,Silt,66.9,39.1,251.1,Sunny,Flood,Potato,35,64642,1,8,Immediate pesticide application recommended
2022-06-05,Wheat,Southwest,Summer,Thrips,15.2,94.9,101.5,24.9,30.6,5.1,Silt,150.2,84.2,235.1,Windy,Furrow,Barley,83,41048,1,7,Monitor closely and consider treatment
2024-03-19,Wheat,South,Summer,Armyworms,31.5,79.8,126.9,18.4,16.2,6.7,Silt,24.8,43.7,151.8,Cloudy,Sprinkler,Wheat,111,71639,1,8,Immediate pesticide application recommended
2023-11-12,Maize,Central,Spring,Aphids,35.2,91.6,10.8,28.7,46.6,6.0,Peat,24.6,52.6,248.6,Rainy,None,Rice,95,38649,1,6,Monitor closely and consider treatment
2020-12-15,Tomato,Southwest,Winter,Cutworms,25.1,49.2,34.9,8.4,66.2,8.3,Peat,87.0,91.1,130.4,Stormy,Furrow,Soybean,59,73006,1,9,Immediate pesticide application recommended
2025-09-26,Cotton,East,Winter,Japanese Beetles,39.5,69.2,53.7,19.4,18.6,8.1,Sandy,105.6,47.7,196.5,Windy,Drip,Cotton,85,57210,1,10,Immediate pesticide application recommended
2021-03-12,Barley,East,Winter,Thrips,21.0,76.4,123.4,24.1,48.7,6.8,Loam,37.1,78.7,117.9,Dry,Drip,Sugarcane,34,32109,1,9,Immediate pesticide application recommended
2022-07-27,Potato,Northeast,Summer,Aphids,30.7,33.5,112.3,9.5,10.0,6.8,Silt,18.9,31.2,226.7,Rainy,Sprinkler,Potato,78,41602,1,10,Immediate pesticide application recommended
2023-06-13,Wheat,Central,Autumn,Hessian Fly,24.0,47.6,126.4,9.4,65.2,8.1,Chalky,92.4,91.4,144.3,Sunny,Drip,Potato,88,30467,1,10,Immediate pesticide application recommended
2021-04-20,Tomato,Central,Spring,Leafhoppers,30.8,75.8,0.7,5.0,59.9,7.3,Peat,193.5,77.3,287.7,Rainy,Sprinkler,Barley,44,51338,1,10,Immediate pesticide application recommended
2023-10-19,Potato,Northeast,Winter,White Grubs,34.5,71.9,7.2,10.8,77.0,6.8,Peat,92.2,48.5,102.2,Stormy,Sprinkler,Barley,30,54439,1,6,Monitor closely and consider treatment
2021-05-26,Tomato,Northeast,Spring,Corn Borers,34.2,57.1,123.3,25.5,24.8,7.3,Peat,99.7,88.6,103.9,Sunny,None,Barley,147,29820,1,10,Immediate pesticide application recommended
2024-05-04,Cotton,Southwest,Winter,Corn Borers,18.4,72.4,110.8,9.5,55.1,6.4,Sandy,145.5,23.9,272.6,Windy,None,Potato,33,78909,1,7,Monitor closely and consider treatment
2022-08-15,Potato,North,Winter,Cutworms,17.8,63.5,40.1,25.1,11.0,6.3,Silt,74.1,6.8,81.1,Dry,Furrow,Wheat,128,64090,1,4,Preventive measures recommended
2022-12-06,Wheat,Southeast,Autumn,Aphids,28.3,68.7,1.5,13.9,77.4,6.8,Sandy,138.7,34.6,243.5,Windy,None,Rice,21,47767,1,10,Immediate pesticide application recommended
2021-02-24,Rice,Southwest,Spring,Boll Weevils,18.1,31.1,115.5,24.2,18.4,5.9,Clay,13.3,32.9,243.3,Humid,Flood,Sugarcane,56,70395,1,6,Monitor closely and consider treatment
2025-07-23,Sugarcane,Northeast,Winter,Wireworms,15.0,49.5,97.0,29.2,69.3,5.1,Silt,180.7,79.4,245.1,Stormy,Furrow,Rice,148,28715,1,3,Preventive measures recommended
2023-12-09,Cotton,South,Summer,Stem Borers,16.6,44.8,37.0,14.5,62.3,6.7,Sandy,21.0,96.0,285.7,Dry,Sprinkler,Wheat,15,39553,1,10,Immediate pesticide application recommended
2020-12-16,Tomato,Southeast,Winter,Hessian Fly,24.1,44.6,29.4,4.2,53.6,7.7,Silt,119.9,19.0,252.8,Cloudy,Flood,Maize,80,32352,1,10,Immediate pesticide application recommended
2025-09-18,Wheat,Southeast,Spring,Hessian Fly,21.5,52.4,137.6,8.7,42.9,8.1,Clay,144.5,10.9,86.8,Cloudy,Drip,Wheat,124,59176,1,9,Immediate pesticide application recommended
2024-04-14,Wheat,West,Spring,Stem Borers,28.2,45.7,75.1,20.4,15.3,6.0,Sandy,163.3,48.7,186.6,Humid,None,Barley,24,29183,1,7,Monitor closely and consider treatment
2022-07-22,Soybean,West,Autumn,Root Knot Nematodes,26.1,43.6,7.5,25.3,78.7,7.8,Loam,172.2,28.0,290.2,Cloudy,Sprinkler,Tomato,66,47103,1,10,Immediate pesticide application recommended
2024-06-17,Soybean,North,Summer,Thrips,25.9,68.6,11.0,18.7,78.7,5.7,Silt,160.6,91.3,285.9,Dry,Drip,Cotton,107,71498,1,10,Immediate pesticide application recommended
2021-12-01,Cotton,Southeast,Winter,Cutworms,33.9,40.5,71.5,21.5,27.3,7.2,Silt,136.7,20.5,191.3,Rainy,Sprinkler,Tomato,131,35792,1,10,Immediate pesticide application recommended
2023-04-21,Soybean,East,Winter,Armyworms,15.2,53.2,138.9,6.9,54.4,5.8,Silt,71.1,85.6,232.2,Dry,Furrow,Tomato,145,28787,1,7,Monitor closely and consider treatment
2021-08-14,Barley,Central,Summer,Root Knot Nematodes,27.0,73.1,17.8,8.7,37.8,8.2,Clay,198.7,9.3,240.3,Windy,Furrow,Cotton,33,55103,1,6,Monitor closely and consider treatment
2021-10-10,Wheat,Central,Winter,Armyworms,38.0,91.8,86.6,10.7,65.1,5.9,Clay,117.2,39.1,214.2,Stormy,Sprinkler,Tomato,65,51417,0,0,None
2025-02-20,Cotton,Central,Spring,Grasshoppers,17.5,62.9,33.1,1.2,12.5,5.6,Chalky,174.7,31.8,287.6,Cloudy,Drip,Potato,72,65588,1,10,Immediate pesticide application recommended
2023-01-21,Barley,Southeast,Summer,Root Knot Nematodes,27.9,79.3,42.4,10.6,72.6,8.3,Loam,179.6,44.8,245.1,Stormy,Furrow,Potato,146,62514,1,7,Monitor closely and consider treatment
2021-09-23,Soybean,Central,Autumn,Whiteflies,29.8,42.1,49.7,25.7,24.5,5.2,Silt,23.1,94.4,176.7,Humid,Drip,Potato,91,79921,1,10,Immediate pesticide application recommended
2024-12-19,Cotton,Northeast,Winter,Armyworms,23.3,75.1,115.7,19.6,20.6,8.1,Sandy,112.4,31.8,156.3,Dry,Sprinkler,Wheat,76,56261,1,10,Immediate pesticide application recommended
2025-07-26,Sugarcane,Central,Summer,Grasshoppers,15.0,57.1,78.4,1.6,78.1,5.8,Sandy,67.8,33.9,107.6,Rainy,Furrow,Barley,137,56086,1,10,Immediate pesticide application recommended
2024-08-25,Cotton,Central,Winter,White Grubs,33.5,85.1,63.4,9.1,32.8,7.5,Sandy,165.2,22.3,142.7,Humid,Flood,Maize,45,67206,0,0,None
2025-05-13,Potato,East,Spring,Whiteflies,35.2,94.0,113.1,11.8,51.3,7.3,Clay,24.9,56.7,227.3,Sunny,Drip,Wheat,115,29010,1,8,Immediate pesticide application recommended
2025-06-04,Barley,South,Summer,Aphids,38.8,32.8,39.8,18.0,30.8,7.5,Peat,154.2,14.7,178.5,Cloudy,Furrow,Cotton,25,60490,0,0,None
2022-05-03,Potato,Northwest,Spring,Aphids,35.7,75.3,107.1,13.9,74.5,7.4,Peat,148.5,86.9,118.5,Dry,Furrow,Wheat,14,54695,1,8,Immediate pesticide application recommended
2024-06-17,Tomato,Central,Spring,Whiteflies,23.4,93.6,128.5,21.0,60.9,7.0,Chalky,189.9,52.1,145.1,Stormy,Furrow,Maize,37,26312,1,10,Immediate pesticide application recommended
2023-06-15,Maize,West,Summer,Whiteflies,24.6,31.6,125.8,0.3,59.3,8.4,Loam,93.2,27.3,226.2,Rainy,Flood,Sugarcane,30,44448,1,10,Immediate pesticide application recommended
2023-03-17,Potato,West,Summer,Leafhoppers,16.3,62.8,107.8,25.9,22.5,7.8,Clay,115.0,42.7,82.9,Windy,Drip,Rice,113,44855,1,9,Immediate pesticide application recommended
2022-10-26,Tomato,Northwest,Spring,Aphids,22.3,86.6,100.9,23.9,27.5,7.2,Sandy,118.6,84.1,276.5,Windy,Drip,Potato,121,62264,1,9,Immediate pesticide application recommended
2020-08-18,Rice,Southwest,Spring,Hessian Fly,28.7,48.7,46.0,10.6,53.5,6.2,Chalky,149.2,43.4,67.1,Cloudy,None,Potato,79,23051,1,8,Immediate pesticide application recommended
2023-05-22,Soybean,Southwest,Spring,Flea Beetles,32.1,51.6,8.5,11.2,76.1,7.2,Loam,137.6,65.1,99.7,Stormy,Drip,Barley,46,69299,1,5,Monitor closely and consider treatment
2021-03-10,Rice,Central,Summer,Hessian Fly,21.9,48.0,64.8,29.4,14.7,6.8,Silt,44.1,97.2,78.3,Dry,None,Cotton,108,69519,1,10,Immediate pesticide application recommended
2025-03-22,Rice,Southwest,Autumn,Armyworms,25.6,52.5,59.6,7.9,24.4,6.7,Silt,61.0,32.3,214.2,Sunny,Sprinkler,Rice,97,59660,1,8,Immediate pesticide application recommended
2023-03-12,Sugarcane,Northeast,Spring,Japanese Beetles,16.9,91.8,44.6,2.8,51.9,7.2,Silt,133.2,30.4,53.8,Stormy,Furrow,Barley,101,56243,1,10,Immediate pesticide application recommended
2022-04-12,Sugarcane,East,Winter,Boll Weevils,32.7,69.7,46.9,8.1,51.8,8.0,Peat,189.9,15.1,88.7,Stormy,Flood,Barley,28,25376,1,10,Immediate pesticide application recommended
2023-10-13,Maize,Southeast,Summer,Stem Borers,20.1,68.2,105.2,20.4,38.6,5.1,Loam,120.8,29.0,162.6,Rainy,Drip,Rice,11,40202,1,10,Immediate pesticide application recommended
2020-11-16,Cotton,Central,Spring,Cutworms,19.7,73.7,146.6,3.1,10.6,6.5,Sandy,27.6,76.1,278.6,Sunny,Furrow,Potato,141,46741,1,9,Immediate pesticide application recommended
2023-07-09,Wheat,South,Autumn,Boll Weevils,33.1,30.6,88.4,18.4,54.6,5.8,Peat,145.7,13.7,99.8,Dry,Flood,Sugarcane,13,39126,0,0,None
2022-07-24,Sugarcane,South,Summer,Whiteflies,33.5,30.9,37.3,6.4,29.0,5.9,Chalky,21.9,48.6,233.2,Cloudy,Furrow,Maize,45,37623,1,10,Immediate pesticide application recommended
2020-08-26,Soybean,Northwest,Summer,Boll Weevils,38.8,84.5,120.8,24.7,75.3,6.9,Silt,48.1,63.6,235.7,Cloudy,Flood,Sugarcane,86,51734,1,10,Immediate pesticide application recommended
2022-08-04,Cotton,Central,Summer,White Grubs,24.3,89.8,87.7,16.1,28.8,6.3,Peat,180.1,68.3,246.8,Dry,Sprinkler,Potato,37,28879,1,8,Immediate pesticide application recommended
2025-07-15,Wheat,Southeast,Autumn,Stem Borers,32.6,57.8,66.4,19.5,75.5,5.2,Loam,166.7,32.8,161.0,Stormy,Furrow,Cotton,120,73443,1,8,Immediate pesticide application recommended
2025-11-29,Maize,Central,Autumn,Grasshoppers,38.2,36.9,114.7,12.3,55.9,5.9,Loam,40.3,20.2,67.6,Humid,Sprinkler,Sugarcane,91,39100,1,7,Monitor closely and consider treatment
2024-08-22,Potato,West,Autumn,Stem Borers,35.4,74.5,16.6,8.7,31.7,5.9,Silt,107.9,55.9,139.2,Rainy,Flood,Rice,61,58812,1,9,Immediate pesticide application recommended
2023-06-25,Maize,Southwest,Spring,Wireworms,22.7,89.4,142.9,9.8,34.8,6.8,Sandy,188.8,88.3,75.6,Windy,Furrow,Soybean,27,73671,1,5,Monitor closely and consider treatment
2023-10-27,Potato,East,Autumn,Hessian Fly,19.8,85.8,101.5,25.1,70.1,7.6,Chalky,93.5,63.0,90.1,Rainy,Sprinkler,Sugarcane,106,24847,1,10,Immediate pesticide application recommended
2022-02-10,Potato,Southeast,Winter,Armyworms,20.7,37.6,24.8,0.1,60.3,7.6,Loam,107.8,20.3,70.9,Stormy,None,Rice,37,70394,1,10,Immediate pesticide application recommended
2022-03-14,Cotton,East,Spring,Stem Borers,17.6,44.5,77.9,18.2,27.2,5.2,Loam,84.3,27.2,104.9,Stormy,Furrow,Rice,12,26462,1,10,Immediate pesticide application recommended
2020-03-17,Barley,Southwest,Summer,Wireworms,25.4,57.9,81.1,20.9,59.2,5.6,Silt,105.0,44.1,267.6,Rainy,Furrow,Tomato,48,42607,1,10,Immediate pesticide application recommended
2023-11-15,Potato,South,Autumn,Thrips,30.1,37.6,50.6,4.3,58.4,5.7,Clay,84.5,90.1,101.1,Sunny,Sprinkler,Cotton,89,42483,1,10,Immediate pesticide application recommended
2022-07-21,Barley,Southwest,Winter,Spider Mites,34.8,34.5,71.1,16.8,54.0,7.4,Clay,58.1,5.9,230.9,Humid,Furrow,Potato,91,24402,0,0,None
