date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2022-12-09,Potato,Northwest,Summer,2.92,medium,excellent,recession,34.77,35.14,72.59,33.43,138.51,110,high,medium,134.47
2021-01-15,Sugarcane,East,Autumn,1.49,high,excellent,recession,61.14,34.06,66.02,36.36,28.5,111,low,medium,41.11
2023-07-23,Soybean,Northwest,Summer,7.16,low,poor,recession,69.05,61.98,32.7,43.31,285.63,104,medium,high,313.4
2024-05-18,Barley,East,Autumn,4.26,high,excellent,stable,33.61,63.74,77.03,32.27,141.9,78,low,medium,235.27
2022-01-17,Potato,Northwest,Autumn,2.41,medium,poor,recession,62.15,35.8,41.53,72.93,142.14,130,high,medium,417.66
2020-01-26,Barley,Northeast,Spring,7.49,low,normal,stable,44.08,53.96,20.67,89.47,167.97,150,medium,high,173.09
2023-05-29,Rice,Southeast,Summer,4.78,medium,excellent,stable,80.52,61.26,53.65,26.24,271.05,133,medium,low,206.44
2023-10-31,Wheat,Southwest,Summer,6.47,medium,excellent,stable,72.52,32.17,31.22,38.42,120.02,48,medium,high,88.99
2023-02-09,Tomato,Central,Spring,1.61,low,poor,stable,86.22,63.23,31.39,47.79,104.72,125,medium,high,274.44
2022-10-31,Maize,West,Winter,7.44,high,poor,recession,59.82,89.53,69.6,34.6,153.06,39,low,high,296.04
2022-09-16,Potato,Southwest,Winter,1.81,low,excellent,growth,79.05,52.84,71.46,80.76,210.89,65,medium,high,275.1
2024-10-14,Maize,Southeast,Autumn,1.57,high,normal,growth,54.18,40.41,58.65,44.23,157.56,160,high,medium,424.8
2022-08-13,Soybean,Northwest,Spring,5.49,medium,normal,growth,79.35,37.95,70.34,84.59,244.59,58,medium,high,551.82
2020-06-08,Tea,North,Winter,2.22,medium,excellent,growth,60.15,53.92,20.25,45.73,1002.26,177,low,high,3617.93
2022-01-22,Coffee,Northwest,Summer,1.18,high,excellent,growth,38.11,87.79,48.47,87.61,1290.62,127,low,high,8567.03
2025-11-15,Wheat,South,Summer,4.08,low,normal,stable,36.34,68.45,25.12,63.37,156.28,137,low,medium,248.73
2024-10-08,Barley,Southeast,Winter,2.06,high,excellent,recession,33.68,76.85,42.19,24.07,175.44,65,high,low,206.47
2023-01-05,Cotton,Northwest,Winter,7.89,medium,poor,stable,44.35,38.53,18.5,41.23,630.94,166,medium,high,2358.04
2022-07-13,Tea,Central,Winter,5.85,low,poor,stable,33.74,60.57,79.77,76.98,1822.83,172,medium,low,5518.19
2022-06-13,Soybean,West,Winter,4.69,medium,normal,stable,55.57,37.84,72.06,51.48,178.79,173,high,medium,292.25
2020-09-02,Rice,Southwest,Winter,3.57,medium,normal,recession,54.85,79.65,61.35,73.85,122.21,104,low,medium,522.09
2024-10-12,Cotton,Northwest,Autumn,1.13,high,normal,recession,45.59,75.62,19.6,57.47,733.68,81,high,medium,3800.71
2025-09-12,Soybean,East,Spring,1.08,high,excellent,growth,44.47,88.55,66.11,87.17,244.77,91,low,low,1545.27
2020-11-08,Tomato,West,Summer,4.18,low,poor,stable,80.66,35.88,44.18,30.5,92.47,114,high,medium,135.83
2021-09-11,Tea,East,Spring,6.16,high,poor,stable,58.56,52.55,37.61,52.16,2077.52,151,medium,high,4439.63
2020-04-25,Soybean,Northeast,Autumn,5.82,high,poor,recession,56.26,45.28,68.86,22.69,337.9,176,low,high,551.52
2020-04-26,Maize,Southeast,Summer,4.23,low,normal,stable,68.23,69.56,72.66,64.57,121.39,77,high,medium,126.22
2021-02-20,Wheat,Central,Spring,2.05,medium,normal,stable,74.25,60.73,57.62,22.92,85.6,169,high,medium,154.58
2025-07-07,Tomato,Northwest,Autumn,6.01,low,poor,stable,34.33,34.28,10.85,86.96,133.75,71,high,medium,226.81
2021-06-29,Soybean,East,Spring,3.45,high,normal,stable,76.48,69.68,22.96,32.19,157.14,175,high,low,566.02
2021-07-28,Coffee,Southeast,Winter,5.62,high,normal,recession,75.86,45.9,11.47,25.75,1959.83,132,high,low,2343.17
2022-04-09,Maize,Northwest,Autumn,5.37,low,poor,stable,52.92,42.34,18.5,63.05,137.46,128,low,medium,206.25
2021-01-02,Cotton,Central,Spring,5.51,medium,excellent,stable,61.82,32.52,77.79,75.91,803.54,90,low,high,1353.6
2025-06-07,Potato,Central,Summer,5.08,medium,excellent,growth,74.88,78.71,55.95,28.97,140.74,109,high,low,233.0
2025-02-24,Soybean,Northeast,Summer,7.5,low,poor,stable,43.48,52.33,40.25,50.76,272.91,69,medium,high,347.65
2020-09-11,Cotton,Southeast,Winter,7.21,high,excellent,recession,68.75,47.15,67.12,80.3,1301.86,93,high,high,1149.74
2021-09-20,Tomato,Northwest,Autumn,7.43,low,excellent,recession,45.13,75.3,42.24,78.94,132.85,45,high,high,109.79
2021-09-30,Coffee,Southwest,Summer,2.24,low,normal,growth,62.7,89.08,75.62,23.02,956.02,143,low,high,2173.19
2023-07-14,Coffee,Northwest,Spring,1.92,high,normal,recession,73.56,79.07,24.95,55.41,1800.88,146,low,high,5180.09
2020-01-10,Potato,North,Winter,5.13,high,normal,growth,60.5,47.85,49.55,68.22,221.0,35,medium,medium,432.03
2020-08-02,Barley,South,Spring,5.45,medium,normal,growth,75.67,39.6,42.31,20.65,93.13,46,high,low,167.26
2023-10-25,Potato,North,Autumn,6.6,medium,poor,recession,42.24,63.31,61.31,63.12,118.2,137,medium,medium,336.96
2021-01-03,Sugarcane,Southeast,Spring,3.49,high,excellent,growth,77.03,63.25,10.37,73.27,15.88,64,high,medium,81.5
2022-07-15,Maize,Southwest,Winter,7.71,high,poor,growth,52.08,49.62,20.42,41.39,147.67,87,low,low,467.39
2021-04-26,Potato,Southwest,Winter,7.97,high,normal,recession,52.1,56.92,60.54,82.03,178.96,93,medium,medium,287.55
2020-07-28,Soybean,West,Spring,5.87,low,excellent,stable,30.19,67.18,34.88,75.59,155.92,34,low,low,376.39
2020-05-17,Rice,North,Winter,5.12,high,excellent,growth,58.86,68.54,14.54,60.6,232.3,42,low,high,724.92
2021-12-28,Sugarcane,Northwest,Summer,5.74,high,poor,recession,78.3,46.19,67.75,54.88,16.93,65,high,medium,74.8
2022-07-22,Coffee,Northeast,Autumn,1.41,low,normal,recession,50.05,77.09,59.54,75.2,1396.59,163,low,medium,3184.33
2022-12-06,Soybean,North,Summer,3.3,high,excellent,stable,56.04,35.32,25.44,61.88,300.52,172,medium,low,477.66
2021-07-25,Tea,Southeast,Autumn,7.99,high,normal,stable,85.99,68.55,39.49,64.53,2078.48,68,medium,medium,2307.25
2024-10-13,Tomato,Northwest,Summer,6.88,low,normal,growth,53.03,64.31,51.14,32.91,96.22,66,medium,low,89.21
2020-09-02,Sugarcane,Southeast,Summer,3.34,medium,poor,stable,31.57,31.45,68.22,39.11,27.95,82,medium,high,64.74
2025-09-24,Potato,Northeast,Spring,2.82,high,excellent,recession,55.78,82.36,68.94,33.03,210.4,43,medium,medium,277.82
2021-10-10,Coffee,North,Spring,4.21,low,excellent,growth,58.98,38.01,15.64,70.96,1370.58,173,low,medium,2410.12
2022-01-23,Cotton,Central,Spring,6.36,low,poor,growth,39.53,66.61,19.47,72.6,1131.26,60,high,medium,3316.56
2024-07-15,Coffee,West,Winter,7.7,low,excellent,stable,34.14,33.42,29.75,38.32,1058.72,102,medium,medium,921.62
2023-12-29,Tea,Northeast,Autumn,2.9,medium,normal,growth,75.56,56.98,64.37,24.58,1631.36,157,medium,low,2375.1
2021-03-29,Cotton,West,Autumn,1.24,medium,normal,recession,33.76,84.39,19.75,57.27,909.99,174,low,high,3555.82
2024-11-05,Wheat,Central,Winter,1.15,medium,poor,recession,69.83,87.8,49.21,85.58,81.53,114,low,medium,800.93
2022-12-30,Barley,Northwest,Autumn,3.93,medium,normal,growth,45.61,73.85,78.69,37.96,137.96,155,medium,low,250.59
2020-08-18,Maize,East,Winter,4.25,low,excellent,growth,88.32,66.51,34.47,27.99,75.12,45,high,low,79.71
2021-04-14,Tea,North,Spring,2.58,medium,poor,growth,45.06,81.04,49.29,56.64,1072.15,89,low,high,7757.72
2020-02-18,Wheat,West,Winter,1.47,medium,poor,growth,72.47,62.61,15.72,52.08,135.59,153,high,medium,890.95
2020-02-23,Wheat,Southwest,Winter,2.16,low,poor,growth,86.74,81.0,56.83,52.36,126.47,100,high,medium,345.36
2025-04-09,Tomato,Southeast,Summer,1.44,low,poor,growth,60.75,78.38,42.15,23.64,138.63,68,low,low,465.92
2024-10-21,Tomato,Central,Autumn,2.41,medium,normal,recession,45.52,39.88,33.12,72.97,111.94,125,medium,medium,211.63
2023-03-24,Barley,West,Autumn,7.16,high,poor,growth,82.23,44.33,41.59,88.95,150.92,38,low,medium,425.3
2023-09-10,Sugarcane,Southwest,Winter,1.19,low,excellent,recession,33.91,57.84,73.65,57.71,27.45,73,low,medium,39.73
2024-01-17,Tea,Northeast,Spring,6.75,high,poor,recession,52.83,76.54,77.51,34.26,1684.99,84,high,high,3299.92
2021-07-11,Soybean,North,Spring,3.01,high,normal,growth,77.57,64.66,54.42,75.85,224.09,174,high,low,987.2
2021-05-19,Cotton,North,Summer,2.11,high,poor,growth,71.75,77.6,32.17,80.0,1355.53,131,low,medium,6692.21
2025-11-11,Coffee,West,Winter,2.94,high,excellent,stable,89.01,38.44,24.14,32.9,1867.49,128,high,low,1965.55
2025-02-23,Rice,Southwest,Autumn,4.08,low,poor,stable,66.92,35.01,71.77,76.25,221.04,89,low,medium,429.99
2023-01-10,Coffee,Southeast,Autumn,7.77,low,excellent,stable,55.07,89.05,56.75,64.43,957.44,145,medium,low,1252.54
2022-07-06,Tomato,Southeast,Winter,2.14,low,excellent,growth,30.76,63.59,46.92,70.35,149.03,127,low,high,239.23
2022-09-10,Barley,South,Spring,1.56,medium,poor,stable,73.89,41.24,70.07,77.33,125.49,69,high,medium,470.33
2021-02-15,Cotton,South,Spring,4.3,low,normal,stable,79.3,57.56,35.05,54.59,1285.42,122,medium,low,1094.17
2020-03-22,Rice,East,Winter,3.35,medium,excellent,growth,40.43,72.72,67.82,27.04,167.97,161,medium,low,389.97
2023-07-09,Rice,Northeast,Spring,4.15,high,excellent,stable,74.93,69.07,53.46,44.67,288.29,128,low,medium,423.21
2022-04-15,Sugarcane,South,Summer,4.3,high,excellent,recession,88.75,68.05,18.84,67.33,23.13,127,low,low,42.29
2022-07-20,Soybean,Central,Winter,2.22,low,poor,recession,81.34,43.63,68.59,39.55,279.65,141,medium,medium,261.47
2021-08-30,Potato,South,Autumn,5.86,medium,poor,growth,60.76,48.32,24.89,22.32,135.59,156,high,high,451.92
2022-10-20,Potato,South,Summer,7.1,medium,poor,stable,75.96,77.31,56.55,38.22,226.08,115,high,medium,270.83
2025-11-30,Potato,Northeast,Winter,5.7,high,excellent,recession,63.63,36.66,41.29,52.23,219.68,106,medium,high,195.42
2025-05-20,Barley,Northwest,Autumn,7.84,low,normal,stable,36.64,55.35,12.94,71.79,166.99,104,high,high,227.51
2021-09-12,Potato,West,Autumn,2.96,medium,normal,stable,81.5,47.53,73.75,72.78,210.74,123,low,high,269.77
2023-09-24,Coffee,Southwest,Summer,6.81,high,excellent,recession,46.89,82.37,17.88,69.26,1425.87,148,high,low,2685.16
2025-08-08,Soybean,South,Winter,1.68,high,normal,recession,44.51,30.74,42.81,41.09,269.63,107,low,medium,562.74
2024-07-18,Maize,Southeast,Winter,6.2,low,normal,growth,32.89,84.17,69.66,66.75,119.32,152,high,medium,144.06
2025-08-05,Tomato,Southeast,Spring,7.25,medium,excellent,growth,41.12,34.74,26.77,75.62,63.47,51,low,low,210.46
2025-07-02,Tea,Northeast,Summer,1.45,high,excellent,recession,79.88,65.94,18.05,26.57,2264.44,174,high,high,3398.79
2024-05-30,Sugarcane,Northeast,Winter,5.68,low,poor,recession,79.76,82.74,50.02,56.22,25.76,96,low,high,43.75
2021-04-13,Tomato,West,Winter,6.42,medium,normal,stable,66.12,83.55,41.04,62.5,123.13,180,high,high,164.01
2021-03-16,Cotton,North,Winter,5.14,low,normal,stable,72.16,44.25,45.87,27.3,886.06,51,low,high,937.7
2020-10-30,Cotton,Central,Autumn,7.65,medium,poor,growth,66.04,74.62,45.44,64.39,603.84,153,medium,medium,2387.29
2025-07-06,Potato,Northwest,Autumn,2.78,low,normal,recession,51.71,58.35,13.2,29.8,131.52,59,low,medium,151.75
2023-08-17,Rice,East,Summer,5.28,high,poor,growth,46.84,42.42,46.16,20.39,121.53,70,medium,high,855.87
2025-03-22,Potato,West,Winter,2.53,high,poor,recession,32.2,36.48,33.72,76.18,175.81,140,medium,low,643.84
2025-12-26,Barley,Northwest,Winter,7.52,medium,poor,growth,53.82,35.23,53.19,27.97,103.97,84,low,medium,190.28
2025-09-14,Rice,South,Summer,4.55,medium,normal,recession,82.45,59.61,59.16,89.5,146.3,147,low,medium,318.65
2022-12-16,Potato,Southwest,Autumn,3.95,high,normal,growth,54.66,84.46,59.98,62.55,136.41,130,high,low,613.55
2022-08-31,Cotton,Northwest,Summer,6.77,high,excellent,stable,87.3,79.27,10.11,64.55,586.02,51,high,low,1898.2
2023-07-23,Rice,West,Autumn,1.8,low,poor,stable,53.03,57.37,35.83,28.47,203.79,66,high,medium,566.53
2021-06-22,Coffee,East,Winter,6.26,medium,poor,stable,34.26,34.81,34.83,85.92,1585.72,167,high,high,3282.79
2020-06-15,Tomato,East,Winter,5.16,medium,poor,recession,30.61,68.17,73.93,62.88,147.37,110,medium,high,322.34
2024-03-17,Cotton,North,Winter,6.07,low,poor,stable,37.23,84.15,14.65,57.38,667.92,173,high,high,2195.99
2020-04-05,Sugarcane,Northwest,Winter,3.07,high,normal,stable,59.16,64.63,13.06,28.61,28.97,72,low,high,66.7
2024-10-23,Barley,Central,Spring,3.4,medium,poor,growth,73.75,69.14,69.19,68.47,113.29,103,low,medium,398.2
2020-05-09,Potato,Southwest,Spring,3.14,high,poor,stable,77.34,56.79,65.89,77.57,218.63,169,medium,high,725.86
2023-10-29,Potato,Southwest,Summer,7.42,medium,poor,growth,55.86,49.13,50.75,45.98,180.16,93,medium,low,420.69
2025-11-11,Soybean,Northeast,Spring,3.62,medium,poor,recession,40.01,55.83,19.98,82.31,212.82,83,high,high,1254.99
2022-12-25,Cotton,Southeast,Summer,2.08,high,poor,recession,31.53,68.75,54.58,43.84,604.54,82,low,high,3663.85
2024-05-17,Tomato,Central,Summer,5.74,medium,excellent,stable,66.35,51.88,25.25,89.16,105.4,104,high,medium,190.99
2022-02-14,Tea,South,Summer,5.82,medium,poor,stable,38.43,59.14,11.93,55.38,2346.03,62,high,low,7213.52
2022-04-14,Maize,Northeast,Summer,1.22,high,normal,stable,53.28,39.6,11.63,72.93,105.85,66,high,high,521.06
2022-05-14,Tea,Southeast,Winter,3.02,medium,poor,growth,84.0,36.97,76.91,41.98,2232.61,53,medium,high,4555.88
2025-05-26,Cotton,Northwest,Winter,7.89,medium,excellent,recession,47.3,87.67,37.26,46.99,846.35,53,high,medium,1077.38
2022-04-14,Tea,Northeast,Spring,4.79,high,normal,recession,39.25,63.22,47.92,73.33,2150.47,139,low,medium,4819.32
2025-10-21,Cotton,Central,Autumn,2.82,high,excellent,recession,41.68,33.46,33.97,38.92,1409.78,174,medium,medium,990.18
2023-11-19,Wheat,North,Spring,4.9,high,normal,recession,50.84,64.83,19.74,51.08,153.28,61,low,medium,387.06
2020-10-16,Wheat,Southeast,Summer,7.96,high,poor,growth,82.82,67.4,49.86,63.45,100.16,107,low,medium,371.48
2025-04-27,Tea,Northeast,Autumn,3.77,low,normal,growth,32.37,58.53,48.01,35.94,2346.04,72,low,medium,2676.66
2024-01-21,Soybean,West,Winter,4.73,high,poor,growth,82.2,37.84,65.34,28.74,313.7,54,low,low,798.04
2022-12-03,Rice,East,Summer,2.93,high,excellent,stable,82.63,86.64,20.42,52.39,316.2,32,low,high,573.92
2020-11-14,Rice,Southeast,Summer,5.12,medium,poor,recession,52.52,47.15,24.23,73.33,197.31,128,low,high,796.26
2021-03-19,Rice,Northeast,Autumn,4.58,medium,poor,stable,59.54,64.64,70.59,88.65,201.52,64,high,high,772.21
2021-10-23,Rice,Southwest,Spring,5.01,high,excellent,recession,87.36,42.03,17.65,79.78,207.83,142,medium,high,464.6
2021-03-11,Tea,East,Winter,6.93,high,excellent,stable,83.59,33.75,71.84,51.38,1665.65,85,low,low,1786.74
2020-09-18,Rice,Southeast,Autumn,1.13,medium,normal,recession,58.61,71.26,60.59,68.48,146.89,93,medium,high,485.61
2025-02-28,Barley,Southwest,Autumn,3.1,high,poor,growth,51.52,78.27,29.51,34.75,171.32,107,low,high,771.78
2020-12-16,Tomato,West,Winter,3.06,medium,excellent,recession,30.86,74.27,68.39,71.83,74.29,91,medium,medium,222.31
2024-10-31,Barley,Northwest,Spring,6.27,high,poor,stable,76.14,69.51,63.63,79.21,133.5,111,low,medium,447.88
2022-03-25,Sugarcane,Northeast,Summer,1.54,medium,poor,recession,54.45,54.43,14.62,44.42,17.77,180,low,low,111.54
2025-12-20,Barley,North,Spring,6.66,medium,excellent,stable,86.86,34.34,76.86,56.58,98.95,158,medium,medium,88.71
2021-04-27,Sugarcane,South,Summer,6.56,medium,poor,stable,72.43,33.01,15.1,48.2,22.38,50,high,low,52.18
2023-09-21,Tomato,Northeast,Winter,2.63,high,excellent,growth,46.86,78.21,75.05,48.36,150.61,46,medium,high,310.0
2020-06-19,Barley,North,Summer,2.58,low,normal,recession,68.43,88.74,52.24,45.05,137.26,146,high,high,144.75
2022-12-13,Soybean,East,Spring,1.86,low,excellent,recession,83.32,60.19,41.45,61.01,275.58,32,low,medium,245.27
2020-04-01,Tomato,Southwest,Autumn,2.69,low,normal,recession,72.84,79.35,66.28,58.68,112.02,98,high,low,109.03
2024-03-21,Cotton,Southeast,Autumn,2.0,high,poor,stable,76.52,46.28,44.77,39.9,660.45,177,high,low,2479.05
2022-03-03,Potato,Southwest,Autumn,6.24,low,normal,growth,49.06,30.01,45.78,23.28,131.43,72,medium,low,113.62
2020-05-22,Rice,South,Summer,5.95,high,excellent,recession,33.76,80.36,10.27,37.28,268.18,41,low,low,429.62
2025-07-30,Potato,Northeast,Winter,3.52,low,poor,recession,46.22,80.56,31.93,75.23,223.78,171,high,high,448.48
2024-11-10,Sugarcane,West,Autumn,4.04,low,normal,growth,84.6,52.64,77.49,26.25,32.18,111,medium,low,22.07
2023-12-15,Cotton,South,Spring,5.43,low,poor,growth,72.23,30.26,21.69,69.91,1139.75,41,medium,low,2299.04
2022-06-24,Soybean,Central,Autumn,7.76,low,excellent,stable,75.66,87.05,59.18,40.86,158.71,32,medium,low,183.57
2024-08-25,Coffee,Central,Summer,1.34,medium,normal,growth,51.6,87.41,45.03,50.29,1322.12,156,low,high,6483.85
2025-11-24,Barley,East,Spring,2.46,medium,poor,recession,52.12,52.19,13.66,73.73,111.82,168,medium,high,446.19
2024-07-04,Wheat,Northeast,Spring,2.48,high,normal,growth,69.44,58.34,71.61,35.1,159.73,108,low,low,306.49
2021-12-20,Barley,Southeast,Winter,5.25,low,poor,growth,47.72,38.2,55.61,71.7,100.72,101,low,low,289.95
2021-02-18,Tomato,Southeast,Autumn,5.99,medium,excellent,recession,41.95,83.41,30.12,45.75,65.81,178,low,high,181.16
2022-01-05,Tea,Southeast,Spring,1.78,high,excellent,recession,60.95,46.06,68.48,21.03,1468.64,141,high,low,2530.93
2022-04-24,Soybean,Central,Autumn,4.45,medium,excellent,growth,54.26,61.86,51.66,20.69,239.42,113,medium,medium,322.92
2023-10-28,Barley,South,Summer,7.74,low,excellent,recession,61.14,70.65,31.83,74.18,151.02,69,low,low,91.58
2023-12-10,Potato,Northeast,Winter,1.88,low,excellent,stable,31.02,76.21,66.5,28.41,129.84,83,medium,medium,262.3
2021-04-05,Soybean,South,Spring,1.12,low,excellent,stable,47.6,76.39,46.26,44.37,218.64,40,low,medium,496.74
2020-04-06,Rice,West,Autumn,6.93,medium,excellent,recession,31.42,83.91,64.82,74.63,211.6,106,medium,low,303.77
2020-07-10,Sugarcane,Northwest,Summer,3.79,low,normal,recession,48.17,33.94,25.98,37.26,27.1,65,low,low,21.37
2022-03-15,Barley,East,Summer,1.4,medium,normal,growth,87.47,86.56,64.96,89.39,125.89,51,high,high,555.86
2021-01-15,Rice,North,Spring,7.74,low,excellent,stable,34.54,51.94,25.78,33.71,148.16,62,low,medium,210.73
2023-04-04,Wheat,Northwest,Spring,5.05,low,excellent,stable,38.82,78.67,54.52,47.17,159.27,131,medium,low,186.57
2021-04-06,Tea,Southeast,Summer,2.82,medium,poor,recession,50.71,85.05,30.34,52.9,2235.21,100,medium,medium,4857.88
2022-05-19,Wheat,West,Autumn,2.03,medium,normal,growth,30.47,67.86,41.34,29.4,194.74,152,low,low,314.13
2020-03-01,Sugarcane,East,Winter,4.71,low,excellent,growth,44.51,60.04,57.57,25.34,21.87,93,high,high,34.72
2023-04-21,Sugarcane,Northeast,Winter,4.83,high,normal,stable,55.97,32.63,21.6,51.19,20.23,174,high,medium,70.52
2024-01-05,Soybean,East,Spring,1.35,medium,excellent,recession,80.62,88.87,65.52,79.76,189.44,37,medium,low,502.36
2020-06-22,Tomato,Northeast,Summer,4.06,low,poor,recession,65.61,34.38,53.56,88.68,79.01,91,medium,high,191.02
2023-01-19,Barley,Southeast,Autumn,6.55,low,poor,recession,84.47,86.62,77.21,56.5,173.5,111,high,high,120.36
2024-08-11,Coffee,North,Autumn,4.34,high,excellent,recession,73.1,44.84,54.84,66.66,953.37,174,low,medium,1870.68
2020-03-02,Soybean,East,Winter,4.96,low,poor,recession,76.3,59.93,10.85,20.63,215.33,89,high,low,284.1
2021-07-05,Tomato,Northwest,Spring,3.25,medium,excellent,recession,80.88,73.73,16.68,50.01,62.92,63,medium,high,158.61
2023-02-07,Cotton,North,Spring,4.37,low,excellent,growth,69.75,37.11,30.22,47.85,1367.58,66,low,high,920.55
2021-05-04,Rice,Northeast,Winter,3.75,high,poor,stable,75.26,85.11,76.57,60.4,191.42,107,medium,low,870.33
2025-01-03,Sugarcane,Northwest,Autumn,6.51,low,excellent,growth,45.06,63.84,35.1,65.96,21.01,121,low,high,30.59
2020-01-06,Maize,Southeast,Autumn,2.55,high,excellent,stable,32.34,32.16,22.27,80.67,88.25,62,low,high,331.44
2020-11-19,Coffee,Southeast,Spring,7.65,low,excellent,stable,64.9,56.2,50.61,56.17,1698.47,86,high,high,900.73
2025-05-30,Potato,East,Autumn,7.26,high,poor,recession,86.79,83.55,39.36,74.63,161.45,118,medium,low,461.88
2022-12-24,Rice,Northeast,Winter,4.48,low,normal,recession,42.28,65.47,23.03,43.21,291.01,93,high,low,294.84
2024-03-11,Soybean,South,Spring,6.68,low,normal,stable,80.15,49.93,58.55,73.98,282.3,137,low,medium,232.33
2020-08-17,Sugarcane,Northeast,Winter,2.06,low,normal,growth,82.55,62.35,29.77,49.77,15.94,87,low,medium,40.82
2023-03-12,Wheat,Central,Spring,1.0,medium,normal,recession,54.99,61.35,13.82,88.12,103.27,48,medium,low,457.74
2023-09-02,Maize,South,Spring,3.13,medium,excellent,growth,48.24,43.82,10.1,71.05,156.68,153,high,low,310.51
2023-06-25,Tea,East,Winter,6.19,low,poor,recession,80.91,55.36,31.21,42.77,1968.93,114,low,low,1360.02
2023-05-05,Tomato,Southwest,Autumn,6.72,high,normal,stable,40.9,52.26,73.14,76.47,158.49,90,low,low,288.5
2022-07-04,Coffee,Southwest,Winter,5.13,low,poor,stable,69.66,34.71,48.11,69.65,959.15,30,medium,low,2526.75
2020-09-11,Tea,Northwest,Summer,6.46,low,poor,recession,65.03,87.13,12.97,38.57,1802.33,73,high,medium,2555.74
2024-08-17,Potato,South,Autumn,6.31,medium,normal,stable,36.15,60.83,45.62,45.85,229.94,97,low,high,261.56
2023-09-28,Sugarcane,East,Autumn,6.79,medium,normal,recession,71.83,72.86,42.32,84.47,32.36,144,low,medium,37.27
